"site","site_id","duration","n_stations","H1","homog_status","chosen_dist","chosen_absZ","Z_acceptable","selection_source","reviewer","runner_up","runner_up_absZ","z_margin","review_recommended","depth_10k_mm","tail_min_10k_mm","tail_max_10k_mm","tail_spread_pct","needs_review"
"BOR ARTHUR V WATKINS","UT10112","24h",45,0.707,"homogeneous","GEV",0.916,TRUE,"auto",NA,"GNO",1.748,0.832,FALSE,152.2,91.6,222,85.7,FALSE
"BOR ARTHUR V WATKINS","UT10112","72h",48,0.428,"homogeneous","GLO",1.451,TRUE,"auto",NA,"GEV",2.734,1.283,FALSE,276.6,117.8,276.6,57.4,FALSE
"MINIDOKA SOUTH DIKE","ID00275","24h",50,0.932,"homogeneous","GEV",1.313,TRUE,"auto",NA,"GNO",2.317,1.004,FALSE,105.5,62.1,155.6,88.6,FALSE
"MINIDOKA SOUTH DIKE","ID00275","72h",52,0.037,"homogeneous","GNO",0.02,TRUE,"auto",NA,"GEV",0.964,0.944,FALSE,132.7,80.2,198.9,89.4,FALSE
"WICKIUP RESERVOIR (USBR)","OR00276","24h",35,0.855,"homogeneous","GNO",0.141,TRUE,"auto",NA,"GEV",0.603,0.462,TRUE,223.6,137.1,334.5,88.3,FALSE
"WICKIUP RESERVOIR (USBR)","OR00276","72h",33,1.055,"acceptably homogeneous (H1 in [1,2))","GLO",0.4,TRUE,"auto",NA,"GEV",2.867,2.467,FALSE,519.7,219.7,519.7,57.7,FALSE
"HORSESHOE","AZ10310","24h",48,-0.192,"homogeneous","GEV",2.087,FALSE,"auto",NA,"GLO",2.564,0.477,TRUE,212.1,125.2,314.8,89.4,TRUE
"HORSESHOE","AZ10310","72h",48,0.896,"homogeneous","GEV",0.506,TRUE,"auto",NA,"GNO",1.667,1.161,FALSE,336.4,189.5,498.9,92,FALSE
"WARM SPRINGS RES. (USBR)","OR00082","24h",53,0.623,"homogeneous","GEV",1.911,FALSE,"auto",NA,"GLO",2.079,0.168,TRUE,105,60.5,153.9,89,TRUE
"WARM SPRINGS RES. (USBR)","OR00082","72h",49,0.658,"homogeneous","GEV",0.242,TRUE,"auto",NA,"GNO",0.732,0.49,TRUE,106.8,67.2,157.1,84.1,FALSE
"EL VADO","NM10008","24h",45,0.08,"homogeneous","GEV",0.021,TRUE,"auto",NA,"GNO",0.814,0.793,FALSE,120.9,72.4,179,88.1,FALSE
"EL VADO","NM10008","72h",43,0.821,"homogeneous","GEV",1.604,TRUE,"auto",NA,"GNO",2.078,0.474,TRUE,141.3,88.2,209.1,85.6,FALSE
"BRADBURY","CA10136","24h",26,0.756,"homogeneous","GNO",0.111,TRUE,"auto",NA,"GEV",1.01,0.899,FALSE,325,186.6,519.2,102.3,FALSE
"BRADBURY","CA10136","72h",27,-0.667,"homogeneous","PE3",0.135,TRUE,"auto",NA,"GNO",2.342,2.207,FALSE,424.4,292.5,843.7,129.9,FALSE
"TIETON DAM","WA00273","24h",48,0.938,"homogeneous","GEV",1.389,TRUE,"auto",NA,"GLO",2.167,0.778,FALSE,360.3,207.6,530.4,89.6,FALSE
"TIETON DAM","WA00273","72h",50,-0.208,"homogeneous","GLO",0.854,TRUE,"auto",NA,"GEV",3.029,2.175,FALSE,754.2,309,754.1,59,FALSE
"WICKIUP","OR10022","24h",35,0.848,"homogeneous","GNO",0.147,TRUE,"auto",NA,"GEV",0.6,0.453,TRUE,223.6,137.1,334.5,88.3,FALSE
"WICKIUP","OR10022","72h",33,0.611,"homogeneous","GLO",0.886,TRUE,"auto",NA,"GEV",2.821,1.935,FALSE,516.5,230,516.5,55.5,FALSE
"RYE PATCH","NV10124","24h",38,0.523,"homogeneous","GEV",0.484,TRUE,"auto",NA,"GNO",1.321,0.837,FALSE,109.1,63,162.3,91.1,FALSE
"RYE PATCH","NV10124","72h",34,0.72,"homogeneous","GEV",1.045,TRUE,"auto",NA,"GNO",1.639,0.594,FALSE,130.8,77.7,195.7,90.2,FALSE
"WEST DIKE","OK20502","24h",20,0.732,"homogeneous","GLO",1.004,TRUE,"auto",NA,"GEV",1.445,0.441,TRUE,524.4,197.1,524.4,62.4,FALSE
"WEST DIKE","OK20502","72h",20,-0.256,"homogeneous","GLO",1.554,TRUE,"auto",NA,"GEV",1.573,0.019,TRUE,497.9,199.2,498,60,FALSE
"MEDICINE CREEK","NE01073","24h",36,0.549,"homogeneous","GEV",1.415,TRUE,"auto",NA,"GNO",2.489,1.074,FALSE,275.4,156.7,406.5,90.7,FALSE
"MEDICINE CREEK","NE01073","72h",37,0.036,"homogeneous","GEV",1.8,FALSE,"auto",NA,"GNO",2.488,0.688,TRUE,275,165,407.8,88.3,TRUE
"NORTON","KS00024","24h",40,0.562,"homogeneous","GEV",0.33,TRUE,"auto",NA,"GNO",1.489,1.159,FALSE,283.3,160.8,418.1,90.8,FALSE
"NORTON","KS00024","72h",39,0.576,"homogeneous","GEV",1.054,TRUE,"auto",NA,"GNO",1.635,0.581,FALSE,257.5,158.5,381.5,86.6,FALSE
"DEER FLAT UPPER","ID00276","24h",44,0.861,"homogeneous","GEV",1.726,FALSE,"auto",NA,"GLO",2.448,0.722,TRUE,110.9,65.2,162.8,88,TRUE
"DEER FLAT UPPER","ID00276","72h",46,0.662,"homogeneous","GEV",0.278,TRUE,"auto",NA,"GNO",0.709,0.431,TRUE,131.5,84,192.8,82.8,FALSE
"STARVATION","UT10136","24h",42,0.916,"homogeneous","GLO",0.769,TRUE,"auto",NA,"GEV",2.835,2.066,FALSE,192.6,76,192.6,60.6,FALSE
"STARVATION","UT10136","72h",44,0.589,"homogeneous","GEV",1.306,TRUE,"auto",NA,"GNO",2.052,0.746,FALSE,166,98.8,245.3,88.3,FALSE
"LOVEWELL","KS00023","24h",36,-0.119,"homogeneous","GEV",0.024,TRUE,"auto",NA,"GNO",1.049,1.025,FALSE,293.6,168,434.6,90.8,FALSE
"LOVEWELL","KS00023","72h",35,-0.089,"homogeneous","GEV",1.263,TRUE,"auto",NA,"GNO",1.686,0.423,TRUE,261.3,163.3,387.1,85.7,FALSE
"ALCOVA","WY01290","24h",37,-0.247,"homogeneous","GEV",1.429,TRUE,"auto",NA,"GLO",1.84,0.411,TRUE,174.2,95.5,258.2,93.4,FALSE
"ALCOVA","WY01290","72h",37,0.317,"homogeneous","GEV",0.546,TRUE,"auto",NA,"GNO",1.407,0.861,FALSE,198.7,111.9,297.3,93.3,FALSE
"PARKER","AZ10312","24h",22,0.296,"homogeneous","GEV",1.067,TRUE,"auto",NA,"GNO",1.801,0.734,FALSE,204.9,116.9,303.7,91.2,FALSE
"PARKER","AZ10312","72h",23,0.376,"homogeneous","GLO",1.085,TRUE,"auto",NA,"GEV",1.681,0.596,FALSE,413.4,156.3,413.4,62.2,FALSE
"VIRGINIA SMITH DAM","NE02287","24h",34,-0.068,"homogeneous","GEV",0.738,TRUE,"auto",NA,"GNO",1.659,0.921,FALSE,252.3,147.2,372.1,89.1,FALSE
"VIRGINIA SMITH DAM","NE02287","72h",35,0.942,"homogeneous","GEV",0.991,TRUE,"auto",NA,"GNO",1.734,0.743,FALSE,269.4,163.2,397.8,87.1,FALSE
"KEECHELUS DAM","WA00265","24h",49,1.014,"acceptably homogeneous (H1 in [1,2))","GEV",1.291,TRUE,"auto",NA,"GNO",2.297,1.006,FALSE,358.7,205.8,527.1,89.6,FALSE
"KEECHELUS DAM","WA00265","72h",50,-0.027,"homogeneous","GLO",1.423,TRUE,"auto",NA,"GEV",2.572,1.149,FALSE,713.3,292.9,713.3,58.9,FALSE
"HORSETOOTH","CO01659","24h",20,0.743,"homogeneous","PE3",0.644,TRUE,"auto",NA,"GNO",0.726,0.082,TRUE,163.9,113.7,295.8,111.1,FALSE
"HORSETOOTH","CO01659","72h",20,-0.721,"homogeneous","PE3",0.378,TRUE,"auto",NA,"GNO",1.004,0.626,FALSE,226.8,155.6,412.7,113.4,FALSE
"ISLAND PARK","ID00272","24h",47,3.988,"heterogeneous (H1 >= 2 — review region manually)","GEV",1.944,FALSE,"auto",NA,"GLO",2.433,0.489,TRUE,117.6,71.1,172,85.8,TRUE
"ISLAND PARK","ID00272","72h",44,0.921,"homogeneous","GEV",2.219,FALSE,"auto",NA,"GLO",2.379,0.16,TRUE,160.7,99.3,234.1,83.9,TRUE
"LAKE ALTUS","OK02500","24h",34,0.567,"homogeneous","GEV",1.423,TRUE,"auto",NA,"GLO",2.102,0.679,FALSE,323.9,182,478.6,91.6,FALSE
"LAKE ALTUS","OK02500","72h",32,-0.668,"homogeneous","GLO",1.91,FALSE,"auto",NA,"GEV",1.997,0.087,TRUE,498.4,197.7,498.4,60.3,TRUE
"BULL LAKE","WY01378","24h",34,1.124,"acceptably homogeneous (H1 in [1,2))","GEV",1.227,TRUE,"auto",NA,"GNO",1.781,0.554,FALSE,119,70.8,178,90.1,FALSE
"BULL LAKE","WY01378","72h",36,0.786,"homogeneous","GEV",2.002,FALSE,"auto",NA,"GLO",2.03,0.028,TRUE,159.1,93.6,238.7,91.2,TRUE
"RED WILLOW","NE01076","24h",32,0.558,"homogeneous","GEV",1.038,TRUE,"auto",NA,"GNO",1.991,0.953,FALSE,263.9,150.9,390.8,90.9,FALSE
"RED WILLOW","NE01076","72h",34,0.276,"homogeneous","GEV",1.517,TRUE,"auto",NA,"GNO",2.069,0.552,FALSE,255.3,155.7,379.4,87.6,FALSE
"GREEN MOUNTAIN","CO01658","24h",32,0.665,"homogeneous","GLO",0.105,TRUE,"auto",NA,"GEV",2.166,2.061,FALSE,269.6,101.8,269.6,62.2,FALSE
"GREEN MOUNTAIN","CO01658","72h",28,1.022,"acceptably homogeneous (H1 in [1,2))","GLO",0.789,TRUE,"auto",NA,"GEV",2.279,1.49,FALSE,536.3,197.8,536.3,63.1,FALSE
"IMPERIAL DIVERSION","CA10159","24h",7,0.299,"homogeneous","GNO",0.082,TRUE,"auto",NA,"GEV",0.362,0.28,TRUE,247.6,143.3,406.7,106.3,FALSE
"IMPERIAL DIVERSION","CA10159","72h",7,-0.299,"homogeneous","GEV",0.154,TRUE,"auto",NA,"GNO",0.556,0.402,TRUE,353.9,186.7,530.2,97.1,FALSE
"BOR DEER CREEK","UT10117","24h",41,0.866,"homogeneous","GEV",2.029,FALSE,"auto",NA,"GLO",2.356,0.327,TRUE,117.3,74.6,171.3,82.5,TRUE
"BOR DEER CREEK","UT10117","72h",40,0.716,"homogeneous","GLO",0.215,TRUE,"auto",NA,"GEV",4.024,3.809,FALSE,255.2,107.2,255.2,58,FALSE
"SUGARLOAF","CO01669","24h",35,0.3,"homogeneous","GLO",1.327,TRUE,"auto",NA,"GEV",2.325,0.998,FALSE,188.8,75.2,188.8,60.2,FALSE
"SUGARLOAF","CO01669","72h",32,0.151,"homogeneous","GLO",1.557,TRUE,"auto",NA,"GEV",1.706,0.149,TRUE,254.3,100.1,254.3,60.7,FALSE
"TWIN LAKES","CO02045","24h",38,0.346,"homogeneous","GLO",1.067,TRUE,"auto",NA,"GEV",2.557,1.49,FALSE,190.5,75.8,190.5,60.2,FALSE
"TWIN LAKES","CO02045","72h",35,0.523,"homogeneous","GEV",1.38,TRUE,"auto",NA,"GNO",2.268,0.888,FALSE,169.9,98.9,250,89,FALSE
"PACTOLA DIKE #2","SD01139","24h",48,0.351,"homogeneous","GEV",0.316,TRUE,"auto",NA,"GNO",0.826,0.51,FALSE,215.4,121.8,319.5,91.8,FALSE
"PACTOLA DIKE #2","SD01139","72h",47,0.639,"homogeneous","GEV",0.086,TRUE,"auto",NA,"GNO",0.956,0.87,FALSE,239.1,139.9,356.8,90.7,FALSE
"VALLECITO","CO01695","24h",40,0.72,"homogeneous","GEV",0.387,TRUE,"auto",NA,"GNO",1.157,0.77,FALSE,120.1,72.2,177.2,87.5,FALSE
"VALLECITO","CO01695","72h",40,0.657,"homogeneous","GLO",2.374,FALSE,"auto",NA,"GEV",2.515,0.141,TRUE,193.9,85.2,193.9,56.1,TRUE
"GERBER RESERVOR","OR00584","24h",44,0.915,"homogeneous","GLO",1.299,TRUE,"auto",NA,"GEV",1.775,0.476,TRUE,299.5,113.6,299.5,62.1,FALSE
"GERBER RESERVOR","OR00584","72h",40,0.827,"homogeneous","GLO",0.319,TRUE,"auto",NA,"GEV",2.727,2.408,FALSE,415,157.4,415,62.1,FALSE
"MORROW POINT","CO01689","24h",36,0.896,"homogeneous","GLO",1.073,TRUE,"auto",NA,"GEV",2.673,1.6,FALSE,154.7,62.6,154.7,59.6,FALSE
"MORROW POINT","CO01689","72h",38,0.674,"homogeneous","GEV",2.086,FALSE,"auto",NA,"GLO",2.132,0.046,TRUE,121.6,75.5,178.8,84.9,TRUE
"RUEDI","CO01664","24h",41,0.648,"homogeneous","GLO",1.233,TRUE,"auto",NA,"GEV",2.632,1.399,FALSE,158.1,63.8,158.1,59.7,FALSE
"RUEDI","CO01664","72h",41,0.724,"homogeneous","GLO",1.085,TRUE,"auto",NA,"GEV",2.618,1.533,FALSE,200.7,81.3,200.7,59.5,FALSE
"TAYLOR PARK","CO00151","24h",41,0.282,"homogeneous","GLO",1.39,TRUE,"auto",NA,"GEV",2.649,1.259,FALSE,142.5,59,142.6,58.6,FALSE
"TAYLOR PARK","CO00151","72h",41,0.409,"homogeneous","GLO",1.972,FALSE,"auto",NA,"GEV",2.328,0.356,TRUE,178.1,74.7,178.1,58.1,TRUE
"CARTER LAKE DAM NO. 1","CO01650","24h",16,0.427,"homogeneous","GLO",0.407,TRUE,"auto",NA,"GEV",1.142,0.735,FALSE,348.5,128.5,348.5,63.1,FALSE
"CARTER LAKE DAM NO. 1","CO01650","72h",16,0.682,"homogeneous","GNO",0.131,TRUE,"auto",NA,"GEV",0.801,0.67,FALSE,266.9,158.2,426.8,100.6,FALSE
"BOR PINEVIEW","UT10132","24h",46,0.845,"homogeneous","GEV",1.199,TRUE,"auto",NA,"GNO",1.908,0.709,FALSE,143.8,88,210.1,84.9,FALSE
"BOR PINEVIEW","UT10132","72h",48,0.601,"homogeneous","GLO",1.328,TRUE,"auto",NA,"GEV",3.066,1.738,FALSE,260.8,113.2,260.8,56.6,FALSE
"MASON DAM","OR00577","24h",51,0.862,"homogeneous","GLO",1.893,FALSE,"auto",NA,"GEV",2.098,0.205,TRUE,189.5,75.8,189.5,60,TRUE
"MASON DAM","OR00577","72h",50,0.489,"homogeneous","GEV",1.18,TRUE,"auto",NA,"GNO",2.112,0.932,FALSE,163.2,98.7,237.5,85.1,FALSE
"RIRIE","ID00344","24h",44,0.458,"homogeneous","GEV",2.056,FALSE,"auto",NA,"GLO",2.475,0.419,TRUE,106.8,64.6,156.4,85.9,TRUE
"RIRIE","ID00344","72h",42,0.549,"homogeneous","GEV",1.801,FALSE,"auto",NA,"GNO",2.399,0.598,TRUE,136.8,85.6,199.9,83.5,TRUE
"ENDERS DAM","NE01070","24h",26,0.335,"homogeneous","GEV",1.607,TRUE,"auto",NA,"GLO",1.754,0.147,TRUE,258.7,145.9,381.8,91.2,FALSE
"ENDERS DAM","NE01070","72h",27,0.653,"homogeneous","GEV",1.349,TRUE,"auto",NA,"GNO",1.826,0.477,TRUE,242.4,147.9,360.7,87.8,FALSE
"RIDGWAY","CO02706","24h",37,0.646,"homogeneous","GEV",1.587,TRUE,"auto",NA,"GNO",2.305,0.718,FALSE,110.4,67,162.3,86.2,FALSE
"RIDGWAY","CO02706","72h",40,0.744,"homogeneous","GLO",1.466,TRUE,"auto",NA,"GEV",2.9,1.434,FALSE,196.3,82.6,196.3,57.9,FALSE
"SCOFIELD","UT10133","24h",37,0.897,"homogeneous","GLO",1.447,TRUE,"auto",NA,"GEV",1.905,0.458,TRUE,203.8,79.9,203.8,60.8,FALSE
"SCOFIELD","UT10133","72h",40,0.789,"homogeneous","GLO",1.574,TRUE,"auto",NA,"GEV",2.172,0.598,FALSE,253.8,101.4,253.8,60,FALSE
"NELSON DIKE DA","MT00574","24h",42,0.197,"homogeneous","GEV",0.945,TRUE,"auto",NA,"GNO",2.066,1.121,FALSE,210.3,114.7,312.4,94,FALSE
"NELSON DIKE DA","MT00574","72h",41,-0.888,"homogeneous","GEV",0.274,TRUE,"auto",NA,"GNO",1.326,1.052,FALSE,256,141,381.6,94,FALSE
"MERRITT DAM","NE01074","24h",39,-1.295,"homogeneous","GEV",1.571,TRUE,"auto",NA,"GNO",2.313,0.742,FALSE,219,128.8,325.5,89.8,FALSE
"MERRITT DAM","NE01074","72h",38,-0.874,"homogeneous","GEV",0.535,TRUE,"auto",NA,"GNO",1.11,0.575,FALSE,235.3,143.5,349.3,87.5,FALSE
"HOWARD PRAIRIE","OR00580","24h",45,0.817,"homogeneous","GEV",0.921,TRUE,"auto",NA,"GNO",1.813,0.892,FALSE,223.1,130.2,329.4,89.3,FALSE
"HOWARD PRAIRIE","OR00580","72h",39,0.802,"homogeneous","GEV",0.98,TRUE,"auto",NA,"GNO",1.391,0.411,TRUE,317.2,197.8,469.9,85.8,FALSE
"PINTO DAM","WA00269","24h",40,0.806,"homogeneous","GEV",0.258,TRUE,"auto",NA,"GNO",1.213,0.955,FALSE,223.4,129.8,327.3,88.4,FALSE
"PINTO DAM","WA00269","72h",45,0.947,"homogeneous","GEV",1.481,TRUE,"auto",NA,"GNO",2.182,0.701,FALSE,294.8,179.5,432.9,86,FALSE
"HEART BUTTE","ND00149","24h",43,-1.503,"homogeneous","GEV",0.139,TRUE,"auto",NA,"GNO",1.059,0.92,FALSE,199.3,116.5,296.2,90.2,FALSE
"HEART BUTTE","ND00149","72h",44,0.495,"homogeneous","GEV",0.83,TRUE,"auto",NA,"GNO",1.575,0.745,FALSE,219.4,131.6,326.3,88.8,FALSE
"BOR WANSHIP","UT10131","24h",47,0.416,"homogeneous","GLO",1.66,FALSE,"auto",NA,"GEV",2.814,1.154,TRUE,185.9,80.5,185.9,56.7,TRUE
"BOR WANSHIP","UT10131","72h",44,0.652,"homogeneous","GLO",1.297,TRUE,"auto",NA,"GEV",3.175,1.878,FALSE,231.6,102.9,231.6,55.6,FALSE
"ECHO","UT10120","24h",48,0.115,"homogeneous","GLO",1.526,TRUE,"auto",NA,"GEV",2.816,1.29,FALSE,196.1,83.2,196.1,57.6,FALSE
"ECHO","UT10120","72h",45,0.832,"homogeneous","GLO",1.402,TRUE,"auto",NA,"GEV",3.099,1.697,FALSE,243.8,106.7,243.8,56.2,FALSE
"PLATORO","CO01671","24h",40,0.703,"homogeneous","GEV",0.79,TRUE,"auto",NA,"GNO",1.422,0.632,FALSE,112.8,68.6,167,87.2,FALSE
"PLATORO","CO01671","72h",36,0.483,"homogeneous","GEV",1.238,TRUE,"auto",NA,"GNO",1.435,0.197,TRUE,127.9,82.4,188.9,83.2,FALSE
"JOES VALLEY","UT10124","24h",39,0.873,"homogeneous","GLO",0.867,TRUE,"auto",NA,"GEV",2.638,1.771,FALSE,177.6,70.4,177.6,60.4,FALSE
"JOES VALLEY","UT10124","72h",41,0.963,"homogeneous","GLO",1.343,TRUE,"auto",NA,"GEV",2.112,0.769,FALSE,245.5,95.8,245.5,61,FALSE
"STEWART MOUNTAIN","AZ10318","24h",48,0.73,"homogeneous","GLO",2.08,FALSE,"auto",NA,"GEV",2.468,0.388,TRUE,294.5,119.4,294.5,59.4,TRUE
"STEWART MOUNTAIN","AZ10318","72h",48,0.836,"homogeneous","GEV",0.184,TRUE,"auto",NA,"GNO",1.305,1.121,FALSE,326.2,184.4,484.1,91.9,FALSE
"CRANE PRAIRIE","OR00279","24h",35,0.844,"homogeneous","GNO",0.157,TRUE,"auto",NA,"GEV",0.602,0.445,TRUE,223.6,137.1,334.5,88.3,FALSE
"CRANE PRAIRIE","OR00279","72h",33,0.943,"homogeneous","GLO",0.591,TRUE,"auto",NA,"GEV",2.847,2.256,FALSE,512.4,221.5,512.4,56.8,FALSE
"AGENCY VALLEY","OR00589","24h",50,0.293,"homogeneous","GEV",1.847,FALSE,"auto",NA,"GLO",1.872,0.025,TRUE,109.3,62.5,159.7,89,TRUE
"AGENCY VALLEY","OR00589","72h",48,0.748,"homogeneous","GEV",0.633,TRUE,"auto",NA,"GNO",1.286,0.653,FALSE,112.2,69.6,164.8,84.9,FALSE
"OCHOCO","OR00098","24h",37,0.942,"homogeneous","GNO",0.115,TRUE,"auto",NA,"GEV",1.22,1.105,FALSE,149.8,90.4,233.1,95.3,FALSE
"OCHOCO","OR00098","72h",36,0.831,"homogeneous","GEV",0.847,TRUE,"auto",NA,"GNO",1.869,1.022,FALSE,238.3,135.3,349.2,89.8,FALSE
"ONEILL FOREBAY DIKE","CA10171","24h",28,-0.239,"homogeneous","GEV",0.995,TRUE,"auto",NA,"GNO",1.875,0.88,FALSE,359.3,205.8,528.7,89.9,FALSE
"ONEILL FOREBAY DIKE","CA10171","72h",28,-1.1,"homogeneous","GEV",1.354,TRUE,"auto",NA,"GLO",1.589,0.235,TRUE,688.3,376,1016.6,93.1,FALSE
"SCOGGINS","OR10020","24h",35,0.678,"homogeneous","GEV",1.356,TRUE,"auto",NA,"GNO",1.882,0.526,FALSE,326.1,204.2,474.9,83,FALSE
"SCOGGINS","OR10020","72h",37,-0.607,"homogeneous","GLO",1.65,FALSE,"auto",NA,"GEV",2.351,0.701,TRUE,706.5,313.9,706.5,55.6,TRUE
"MINATARE","NE01075","24h",38,0.09,"homogeneous","GEV",1.055,TRUE,"auto",NA,"GNO",1.616,0.561,FALSE,163.1,98.8,243.2,88.6,FALSE
"MINATARE","NE01075","72h",39,0.762,"homogeneous","GEV",1.222,TRUE,"auto",NA,"GNO",1.418,0.196,TRUE,176.3,112,262.7,85.4,FALSE
"SCOGGINS","OR00685","24h",36,0.788,"homogeneous","GEV",1.199,TRUE,"auto",NA,"GNO",1.696,0.497,TRUE,315,198.6,458.3,82.5,FALSE
"SCOGGINS","OR00685","72h",37,-0.603,"homogeneous","GLO",1.653,FALSE,"auto",NA,"GEV",2.345,0.692,TRUE,706.5,313.9,706.5,55.6,TRUE
"EAST CANYON","UT10119","24h",44,-1.238,"homogeneous","GLO",1.93,FALSE,"auto",NA,"GEV",2.316,0.386,TRUE,184.3,80.1,184.3,56.5,TRUE
"EAST CANYON","UT10119","72h",44,0.642,"homogeneous","GLO",1.701,FALSE,"auto",NA,"GEV",2.962,1.261,TRUE,235.7,104.2,235.7,55.8,TRUE
"MORMON FLAT","AZ10313","24h",48,0.794,"homogeneous","GLO",1.726,FALSE,"auto",NA,"GEV",2.888,1.162,TRUE,294.7,119.5,294.7,59.4,TRUE
"MORMON FLAT","AZ10313","72h",47,0.57,"homogeneous","GEV",0.065,TRUE,"auto",NA,"GNO",1.043,0.978,FALSE,319,181.1,473.8,91.7,FALSE
"BIG SANDY","WY01387","24h",33,1.485,"acceptably homogeneous (H1 in [1,2))","GEV",0.743,TRUE,"auto",NA,"GNO",1.365,0.622,FALSE,112.2,66.1,167.7,90.5,FALSE
"BIG SANDY","WY01387","72h",46,5.434,"heterogeneous (H1 >= 2 — review region manually)","GLO",1.955,FALSE,"auto",NA,"GEV",2.196,0.241,TRUE,224,89.1,224,60.2,TRUE
"EAST PARK DAM","CA10145","24h",43,0.067,"homogeneous","GEV",0.394,TRUE,"auto",NA,"GNO",1.063,0.669,FALSE,376.5,230.8,555.2,86.2,FALSE
"EAST PARK DAM","CA10145","72h",41,0.945,"homogeneous","GEV",0.227,TRUE,"auto",NA,"GNO",0.844,0.617,FALSE,824.1,466.2,1221.5,91.7,FALSE
"COLD SPRINGS RES. (USBR)","OR00590","24h",44,0.712,"homogeneous","GEV",1.663,FALSE,"auto",NA,"GLO",1.72,0.057,TRUE,147,84.8,214.1,87.9,TRUE
"COLD SPRINGS RES. (USBR)","OR00590","72h",43,0.78,"homogeneous","GEV",1.803,FALSE,"auto",NA,"GLO",2.106,0.303,TRUE,179,107.9,260.8,85.4,TRUE
"LOS BANOS CREEK DETENTION DAM","CA10167","24h",27,-0.316,"homogeneous","GEV",0.824,TRUE,"auto",NA,"GNO",1.747,0.923,FALSE,360.7,206.2,530.8,90,FALSE
"LOS BANOS CREEK DETENTION DAM","CA10167","72h",27,-0.995,"homogeneous","GEV",1.378,TRUE,"auto",NA,"GLO",1.603,0.225,TRUE,678.2,371.4,1002.3,93,FALSE
"STONY GORGE","CA10194","24h",45,-0.204,"homogeneous","GEV",0.951,TRUE,"auto",NA,"GNO",1.665,0.714,FALSE,371.8,227.4,548.2,86.3,FALSE
"STONY GORGE","CA10194","72h",43,0.627,"homogeneous","GEV",0.85,TRUE,"auto",NA,"GNO",1.858,1.008,FALSE,788.8,451,1169.5,91.1,FALSE
"MOSES LAKE SOUTH DAM","WA00128","24h",41,0.678,"homogeneous","GEV",1.393,TRUE,"auto",NA,"GNO",2.262,0.869,FALSE,215.9,128,316.4,87.3,FALSE
"MOSES LAKE SOUTH DAM","WA00128","72h",42,0.792,"homogeneous","GEV",1.251,TRUE,"auto",NA,"GNO",1.892,0.641,FALSE,304.7,187.3,447.4,85.4,FALSE
"MOON LAKE","UT10128","24h",39,0.791,"homogeneous","GLO",0.001,TRUE,"auto",NA,"GEV",3.412,3.411,FALSE,192.8,75.8,192.8,60.7,FALSE
"MOON LAKE","UT10128","72h",43,0.61,"homogeneous","GLO",1.348,TRUE,"auto",NA,"GEV",2.549,1.201,FALSE,246.7,98.4,246.7,60.1,FALSE
"BOX BUTTE","NE01069","24h",36,0.595,"homogeneous","GEV",0.275,TRUE,"auto",NA,"GNO",0.981,0.706,FALSE,176.5,104.5,263.3,90,FALSE
"BOX BUTTE","NE01069","72h",37,0.419,"homogeneous","GEV",1.276,TRUE,"auto",NA,"GNO",1.508,0.232,TRUE,180.9,114,269.8,86.1,FALSE
"PISHKUN DIKE 1","MT00575","24h",43,0.289,"homogeneous","GNO",0.237,TRUE,"auto",NA,"GEV",0.809,0.572,FALSE,170.2,101.2,264.1,95.7,FALSE
"PISHKUN DIKE 1","MT00575","72h",41,0.818,"homogeneous","GEV",1.391,TRUE,"auto",NA,"GLO",2.282,0.891,FALSE,264.2,146.3,391.1,92.7,FALSE
"GUERNSEY","WY01293","24h",37,0.657,"homogeneous","GLO",1.859,FALSE,"auto",NA,"GEV",2.056,0.197,TRUE,236.6,93.2,236.6,60.6,TRUE
"GUERNSEY","WY01293","72h",38,0.758,"homogeneous","GEV",2.173,FALSE,"auto",NA,"GLO",2.463,0.29,TRUE,182.2,110.7,273.7,89.4,TRUE
"DAVIS CREEK","NE02342","24h",28,0.479,"homogeneous","GEV",0.748,TRUE,"auto",NA,"GNO",1.643,0.895,FALSE,268.8,154.9,396,89.7,FALSE
"DAVIS CREEK","NE02342","72h",29,0.616,"homogeneous","GEV",0.659,TRUE,"auto",NA,"GNO",1.168,0.509,FALSE,257.6,159.9,380.4,85.6,FALSE
"DEERFIELD","SD01138","24h",45,0.677,"homogeneous","GEV",0.241,TRUE,"auto",NA,"GNO",0.881,0.64,FALSE,217,122.1,321.7,92,FALSE
"DEERFIELD","SD01138","72h",45,0.427,"homogeneous","GEV",0.177,TRUE,"auto",NA,"GNO",0.952,0.775,FALSE,232.7,137,347.4,90.4,FALSE
"BOCA","CA10135","24h",39,0.706,"homogeneous","GEV",0.266,TRUE,"auto",NA,"GNO",0.809,0.543,FALSE,374.1,210.7,551.4,91.1,FALSE
"BOCA","CA10135","72h",41,0.413,"homogeneous","GEV",0.338,TRUE,"auto",NA,"GNO",1.503,1.165,FALSE,673,369.1,997.1,93.3,FALSE
"COMO","MT00564","24h",36,0.804,"homogeneous","GEV",0.395,TRUE,"auto",NA,"GNO",0.823,0.428,TRUE,97.7,61.4,144.1,84.8,FALSE
"COMO","MT00564","72h",41,0.873,"homogeneous","GLO",1.499,TRUE,"auto",NA,"GEV",3.296,1.797,FALSE,209.2,94.6,209.2,54.8,FALSE
